ID	Source	SOURCE_coord	Dest	DEST_coord  count
1022	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Palm Bay-Melbourne-Titusville, FL Metro Area	 28.0331886,-80.6429695	2875
1023	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	1554
1024	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	1996
1025	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	6151
1026	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	The Villages, FL Metro Area	 28.9468504,-81.9533443	1058
1027	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1645
1028	Oshkosh-Neenah, WI Metro Area	 44.0206919,-88.5408574	Appleton, WI Metro Area	 44.2611337,-88.4067604	3180
1029	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	Bakersfield, CA Metro Area	 35.3738712,-119.0194639	1016
1030	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	9102
1031	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	1757
1032	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	1417
1033	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	1190
1034	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	1491
1035	Palm Bay-Melbourne-Titusville, FL Metro Area	 28.0331886,-80.6429695	Jacksonville, FL Metro Area	 30.3321838,-81.655651	1155
1036	Palm Bay-Melbourne-Titusville, FL Metro Area	 28.0331886,-80.6429695	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	2092
1037	Palm Bay-Melbourne-Titusville, FL Metro Area	 28.0331886,-80.6429695	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	3606
1038	Palm Bay-Melbourne-Titusville, FL Metro Area	 28.0331886,-80.6429695	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	1347
1039	Pensacola-Ferry Pass-Brent, FL Metro Area	 30.421309,-87.2169149	Crestview-Fort Walton Beach-Destin, FL Metro Area	 30.7621326,-86.5705084	2204
1040	Pensacola-Ferry Pass-Brent, FL Metro Area	 30.421309,-87.2169149	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	1044
1041	Pensacola-Ferry Pass-Brent, FL Metro Area	 30.421309,-87.2169149	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	1427
1042	Pensacola-Ferry Pass-Brent, FL Metro Area	 30.421309,-87.2169149	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	1118
1043	Peoria, IL Metro Area	 40.6938609,-89.5891008	Bloomington, IL Metro Area	 40.4731073,-88.9941403	1083
1044	Peoria, IL Metro Area	 40.6938609,-89.5891008	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1784
1045	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Allentown-Bethlehem-Easton, PA-NJ Metro Area	 40.6022059,-75.4712794	4541
1046	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	3302
1047	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Atlantic City-Hammonton, NJ Metro Area	 39.3642852,-74.4229351	3058
1048	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	5146
1049	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Bloomsburg-Berwick, PA Metro Area	 41.0041213,-76.453816	1032
1050	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	2882
1051	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	1080
1052	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	1871
1053	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1884
1054	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1265
1055	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	1245
1056	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Dover, DE Metro Area	 39.158168,-75.5243682	3103
1057	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Harrisburg-Carlisle, PA Metro Area	 40.2663107,-76.8861122	3809
1058	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1527
1059	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Jacksonville, FL Metro Area	 30.3321838,-81.655651	1154
1060	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Lancaster, PA Metro Area	 40.03813,-76.3056686	3633
1061	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	2491
1062	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	3693
1063	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	18130
1064	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Ocean City, NJ Metro Area	 39.2776156,-74.5746001	1423
1065	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	2244
1066	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	1289
1067	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	4495
1068	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Reading, PA Metro Area	 40.335345,-75.9279495	4834
1069	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Salisbury, MD-DE Metro Area	 38.3662114,-75.6008881	2458
1070	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	1425
1071	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	 41.4086874,-75.6621294	2102
1072	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	1202
1073	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	State College, PA Metro Area	 40.7944504,-77.8616386	2969
1074	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	1944
1075	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Trenton, NJ Metro Area	 40.2170575,-74.7429463	3416
1076	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Vineland-Bridgeton, NJ Metro Area	 39.473152,-75.0020265495217	1776
1077	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	1452
1078	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	6808
1079	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	York-Hanover, PA Metro Area	 39.962398,-76.727392	1120
1080	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Albuquerque, NM Metro Area	 35.0841034,-106.6509851	1234
1081	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1822
1082	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	1568
1083	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	3417
1084	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	1125
1085	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2891
1086	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	2519
1087	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Detroit-Warren-Dearborn, MI Metro Area	 42.3315509,-83.0466403	1219
1088	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Flagstaff, AZ Metro Area	 35.199458,-111.6514259	4885
1089	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	2397
1090	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	1008
1091	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Lake Havasu City-Kingman, AZ Metro Area	 34.4838502,-114.3224495	2228
1092	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	3104
1093	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	6208
1094	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	1129
1095	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	1262
1096	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	3419
1097	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	1037
1098	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	1071
1099	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	4110
1100	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Prescott, AZ Metro Area	 34.5399962,-112.4687616	4274
1101	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	1474
1102	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	3432
1103	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	1099
1104	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	1247
1105	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	1200
1106	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	3041
1107	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	2476
1108	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	1395
1109	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	4268
1110	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Sierra Vista-Douglas, AZ Metro Area	 31.5455709,-110.2772249	2816
1111	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Tucson, AZ Metro Area	 32.2218917,-110.9262353	11208
1112	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1286
1113	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Yuma, AZ Metro Area	 32.6926588,-114.6276157	1942
1114	Pine Bluff, AR Metro Area	 34.2284312,-92.0031955	Little Rock-North Little Rock-Conway, AR Metro Area	 34.7464809,-92.2895948	1011
1115	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	1032
1116	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1143
1117	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	1069
1118	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Erie, PA Metro Area	 42.1294712,-80.0852695	1875
1119	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Harrisburg-Carlisle, PA Metro Area	 40.2663107,-76.8861122	1289
1120	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Johnstown, PA Metro Area	 40.3267407,-78.9219698	1289
1121	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1602
1122	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	2719
1123	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	State College, PA Metro Area	 40.7944504,-77.8616386	1790
1124	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	1095
1125	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	2100
1126	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Youngstown-Warren-Boardman, OH-PA Metro Area	 41.1035786,-80.6520161	1358
1127	Ponce, PR Metro Area	 17.9935058,-66.6071120305113	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	1668
1128	Port St. Lucie, FL Metro Area	 27.2939333,-80.3503283	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	4056
1129	Port St. Lucie, FL Metro Area	 27.2939333,-80.3503283	Sebastian-Vero Beach, FL Metro Area	 27.816415,-80.4706078	1576
1130	Portland-South Portland, ME Metro Area	 43.6591,-70.2568	Bangor, ME Metro Area	 44.8016,-68.7712	1469
1131	Portland-South Portland, ME Metro Area	 43.6591,-70.2568	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	3320
1132	Portland-South Portland, ME Metro Area	 43.6591,-70.2568	Lewiston-Auburn, ME Metro Area	 44.100351,-70.2147764	1432
1133	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Bend-Redmond, OR Metro Area	 44.0581728,-121.3153096	1703
1134	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Corvallis, OR Metro Area	 44.5645659,-123.2620435	2691
1135	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Eugene, OR Metro Area	 44.0505054,-123.0950506	3980
1136	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Longview, WA Metro Area	 46.1377048,-122.9344623	1510
1137	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	2928
1138	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Medford, OR Metro Area	 42.3264181,-122.8718605	1061
1139	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1503
1140	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	2814
1141	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	1215
1142	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Salem, OR Metro Area	 44.9391565,-123.033121	6172
1143	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	1448
1144	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	1641
1145	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	7526
1146	Prescott, AZ Metro Area	 34.5399962,-112.4687616	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	2866
1147	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	12220
1148	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2442
1149	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	Springfield, MA Metro Area	 42.1014831,-72.589811	1200
1150	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1484
1151	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	Worcester, MA-CT Metro Area	 42.2625932,-71.8022934	2385
1152	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	1926
1153	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	1348
1154	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	7071
1155	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	St. George, UT Metro Area	 37.104153,-113.5841313	1227
1156	Pueblo, CO Metro Area	 38.187635,-104.5350145	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	1171
1157	Pueblo, CO Metro Area	 38.187635,-104.5350145	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	1320
1158	Punta Gorda, FL Metro Area	 26.9297836,-82.0453664	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	3066
1159	Racine, WI Metro Area	 42.7260523,-87.7825242	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1796
1160	Racine, WI Metro Area	 42.7260523,-87.7825242	Milwaukee-Waukesha-West Allis, WI Metro Area	 43.0349931,-87.922497	2982
1161	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1380
1162	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	3115
1163	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Durham-Chapel Hill, NC Metro Area	 36.0181316,-78.8751582	7537
1164	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Goldsboro, NC Metro Area	 35.3848841,-77.9927651	1251
1165	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Greensboro-High Point, NC Metro Area	 36.0726355,-79.7919754	1567
1166	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Greenville, NC Metro Area	 35.612661,-77.3663538	1787
1167	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1064
1168	Raleigh, NC Metro Area	 35.7803977,-78.6390989	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1228
1169	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1394
1170	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Wilmington, NC Metro Area	 34.2257282,-77.9447107	1762
