Metros,Original Rank,Weighted Rank,Delta Rank
"('Lawton, OK Metro Area', 'El Paso, TX Metro Area')",1127,1061,-66
"('Jackson, MS Metro Area', 'Gulfport-Biloxi-Pascagoula, MS Metro Area')",1130,1187,57
"('Syracuse, NY Metro Area', 'Utica-Rome, NY Metro Area')",1132,1042,-90
"('Rapid City, SD Metro Area', 'Sioux Falls, SD Metro Area')",1134,1087,-47
"('Utica-Rome, NY Metro Area', 'Syracuse, NY Metro Area')",1136,1174,38
"('Walla Walla, WA Metro Area', 'Kennewick-Richland, WA Metro Area')",1137,1173,36
"('Greensboro-High Point, NC Metro Area', 'Winston-Salem, NC Metro Area')",1138,1080,-58
"('Greeley, CO Metro Area', 'Fort Collins, CO Metro Area')",1139,1134,-5
"('Rochester, NY Metro Area', 'Buffalo-Cheektowaga-Niagara Falls, NY Metro Area')",1140,1090,-50
"('Asheville, NC Metro Area', 'Greenville-Anderson-Mauldin, SC Metro Area')",1141,1085,-56
"('Bridgeport-Stamford-Norwalk, CT Metro Area', 'Hartford-West Hartford-East Hartford, CT Metro Area')",1142,1083,-59
"('Cape Coral-Fort Myers, FL Metro Area', 'North Port-Sarasota-Bradenton, FL Metro Area')",1143,1141,-2
"('Cape Coral-Fort Myers, FL Metro Area', 'Punta Gorda, FL Metro Area')",1144,1140,-4
"('Beckley, WV Metro Area', 'Charleston, WV Metro Area')",1146,1071,-75
"('Green Bay, WI Metro Area', 'Appleton, WI Metro Area')",1147,1081,-66
"('Kalamazoo-Portage, MI Metro Area', 'Niles-Benton Harbor, MI Metro Area')",1148,1065,-83
"('Greenville-Anderson-Mauldin, SC Metro Area', 'Charleston-North Charleston, SC Metro Area')",1150,1074,-76
"('Midland, MI Metro Area', 'Saginaw, MI Metro Area')",1151,1059,-92
"('Columbus, GA-AL Metro Area', 'Fayetteville, NC Metro Area')",1152,1151,-1
"('Chattanooga, TN-GA Metro Area', 'Dalton, GA Metro Area')",1153,1077,-76
"('York-Hanover, PA Metro Area', 'Lancaster, PA Metro Area')",1155,1078,-77
"('Roanoke, VA Metro Area', 'Lynchburg, VA Metro Area')",1157,1157,0
"('Roanoke, VA Metro Area', 'Richmond, VA Metro Area')",1158,1025,-133
"('Syracuse, NY Metro Area', 'Rochester, NY Metro Area')",1161,1043,-118
"('New Haven-Milford, CT Metro Area', 'Hartford-West Hartford-East Hartford, CT Metro Area')",1162,1091,-71
"('Youngstown-Warren-Boardman, OH-PA Metro Area', 'Akron, OH Metro Area')",1163,1040,-123
"('Sioux Falls, SD Metro Area', 'Sioux City, IA-NE-SD Metro Area')",1164,1044,-120
"('Billings, MT Metro Area', 'Missoula, MT Metro Area')",1166,1088,-78
"('Fort Smith, AR-OK Metro Area', 'Tulsa, OK Metro Area')",1167,1121,-46
"('Santa Cruz-Watsonville, CA Metro Area', 'San Jose-Sunnyvale-Santa Clara, CA Metro Area')",1169,1056,-113
"('Lewiston, ID-WA Metro Area', 'Casper, WY Metro Area')",1170,1118,-52
"('Idaho Falls, ID Metro Area', 'Pocatello, ID Metro Area')",1171,1111,-60
"('Midland, TX Metro Area', 'Lubbock, TX Metro Area')",1172,1106,-66
"('Florence, SC Metro Area', 'Charleston-North Charleston, SC Metro Area')",1174,1153,-21
"('Missoula, MT Metro Area', 'Billings, MT Metro Area')",1175,693,-482
"('Cheyenne, WY Metro Area', 'Casper, WY Metro Area')",1178,1068,-110
"('Lafayette, LA Metro Area', 'Shreveport-Bossier City, LA Metro Area')",1180,1169,-11
"('Homosassa Springs, FL Metro Area', 'Ocala, FL Metro Area')",1181,1124,-57
"('Hagerstown-Martinsburg, MD-WV Metro Area', 'Chambersburg-Waynesboro, PA Metro Area')",1183,1126,-57
"('El Centro, CA Metro Area', 'San Diego-Carlsbad, CA Metro Area')",1185,1109,-76
"('Fort Collins, CO Metro Area', 'Greeley, CO Metro Area')",1187,1129,-58
"('Saginaw, MI Metro Area', 'Midland, MI Metro Area')",1189,1160,-29
"('Corvallis, OR Metro Area', 'Albany, OR Metro Area')",1190,1138,-52
"('Warner Robins, GA Metro Area', 'Macon, GA Metro Area')",1191,1162,-29
"('Waterloo-Cedar Falls, IA Metro Area', 'Cedar Rapids, IA Metro Area')",1192,1096,-96
"('San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area', 'Santa Maria-Santa Barbara, CA Metro Area')",1193,1183,-10
"('Cedar Rapids, IA Metro Area', 'Dubuque, IA Metro Area')",1196,1202,6
"('Naples-Immokalee-Marco Island, FL Metro Area', 'Jacksonville, FL Metro Area')",1199,1163,-36
"('Great Falls, MT Metro Area', 'Billings, MT Metro Area')",1200,924,-276
"('Savannah, GA Metro Area', 'Hinesville, GA Metro Area')",1201,1145,-56
"('Anchorage, AK Metro Area', 'Fairbanks, AK Metro Area')",1202,1098,-104
"('Bakersfield, CA Metro Area', 'Visalia-Porterville, CA Metro Area')",1203,1175,-28
"('Santa Maria-Santa Barbara, CA Metro Area', 'San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area')",1204,1154,-50
"('Watertown-Fort Drum, NY Metro Area', 'Elizabethtown-Fort Knox, KY Metro Area')",1206,1152,-54
"('Panama City, FL Metro Area', 'Crestview-Fort Walton Beach-Destin, FL Metro Area')",1207,1103,-104
"('Roanoke, VA Metro Area', 'Blacksburg-Christiansburg-Radford, VA Metro Area')",1209,1158,-51
"('Weirton-Steubenville, WV-OH Metro Area', 'Wheeling, WV-OH Metro Area')",1210,1149,-61
"('Wheeling, WV-OH Metro Area', 'Weirton-Steubenville, WV-OH Metro Area')",1211,1148,-63
"('Panama City, FL Metro Area', 'Palm Bay-Melbourne-Titusville, FL Metro Area')",1212,1097,-115
"('Kingsport-Bristol-Bristol, TN-VA Metro Area', 'Morristown, TN Metro Area')",1213,1095,-118
"('Kingsport-Bristol-Bristol, TN-VA Metro Area', 'Knoxville, TN Metro Area')",1214,1105,-109
"('Parkersburg-Vienna, WV Metro Area', 'Morgantown, WV Metro Area')",1217,1159,-58
"('Anniston-Oxford-Jacksonville, AL Metro Area', 'Gadsden, AL Metro Area')",1218,1205,-13
"('Brownsville-Harlingen, TX Metro Area', 'McAllen-Edinburg-Mission, TX Metro Area')",1219,1139,-80
"('Buffalo-Cheektowaga-Niagara Falls, NY Metro Area', 'Rochester, NY Metro Area')",1220,1136,-84
"('Gadsden, AL Metro Area', 'Anniston-Oxford-Jacksonville, AL Metro Area')",1221,1112,-109
"('Decatur, AL Metro Area', 'Florence-Muscle Shoals, AL Metro Area')",1223,1114,-109
"('Bay City, MI Metro Area', 'Midland, MI Metro Area')",1224,1146,-78
"('Bay City, MI Metro Area', 'Saginaw, MI Metro Area')",1225,1147,-78
"('Fayetteville, NC Metro Area', 'Killeen-Temple, TX Metro Area')",1226,1198,-28
"('Chico, CA Metro Area', 'Yuba City, CA Metro Area')",1227,1143,-84
"('Visalia-Porterville, CA Metro Area', 'Bakersfield, CA Metro Area')",1228,1176,-52
"('New Bern, NC Metro Area', 'Greenville, NC Metro Area')",1229,1172,-57
"('Chambersburg-Waynesboro, PA Metro Area', 'Hagerstown-Martinsburg, MD-WV Metro Area')",1230,1179,-51
"('Morristown, TN Metro Area', 'Kingsport-Bristol-Bristol, TN-VA Metro Area')",1232,1185,-47
"('Jacksonville, FL Metro Area', 'Tallahassee, FL Metro Area')",1233,1102,-131
"('Lynchburg, VA Metro Area', 'Roanoke, VA Metro Area')",1234,1108,-126
"('Wichita, KS Metro Area', 'Manhattan, KS Metro Area')",1235,1170,-65
"('Gettysburg, PA Metro Area', 'Chambersburg-Waynesboro, PA Metro Area')",1236,1184,-52
"('Greensboro-High Point, NC Metro Area', 'Durham-Chapel Hill, NC Metro Area')",1237,1135,-102
"('Elizabethtown-Fort Knox, KY Metro Area', 'Killeen-Temple, TX Metro Area')",1238,1182,-56
"('Longview, TX Metro Area', 'Tyler, TX Metro Area')",1239,1113,-126
"('East Stroudsburg, PA Metro Area', 'Allentown-Bethlehem-Easton, PA-NJ Metro Area')",1240,1180,-60
"('Wichita, KS Metro Area', 'Killeen-Temple, TX Metro Area')",1242,1171,-71
"('Casper, WY Metro Area', 'Billings, MT Metro Area')",1246,1051,-195
"('Jackson, MI Metro Area', 'Battle Creek, MI Metro Area')",1247,1137,-110
"('Sebastian-Vero Beach, FL Metro Area', 'Port St. Lucie, FL Metro Area')",1249,1197,-52
"('Tyler, TX Metro Area', 'Longview, TX Metro Area')",1250,1167,-83
"('Sebastian-Vero Beach, FL Metro Area', 'Palm Bay-Melbourne-Titusville, FL Metro Area')",1252,1196,-56
"('Modesto, CA Metro Area', 'Merced, CA Metro Area')",1253,1144,-109
"('Shreveport-Bossier City, LA Metro Area', 'Monroe, LA Metro Area')",1254,1178,-76
"('Salisbury, MD-DE Metro Area', 'Dover, DE Metro Area')",1255,1191,-64
"('Lake Charles, LA Metro Area', 'Lafayette, LA Metro Area')",1258,1119,-139
"('Ocean City, NJ Metro Area', 'Atlantic City-Hammonton, NJ Metro Area')",1259,1166,-93
"('Grand Forks, ND-MN Metro Area', 'Fargo, ND-MN Metro Area')",1260,1123,-137
"('Staunton-Waynesboro, VA Metro Area', 'Charlottesville, VA Metro Area')",1261,1037,-224
"('Staunton-Waynesboro, VA Metro Area', 'Harrisonburg, VA Metro Area')",1262,1122,-140
"('Cape Coral-Fort Myers, FL Metro Area', 'Naples-Immokalee-Marco Island, FL Metro Area')",1263,1164,-99
"('Bridgeport-Stamford-Norwalk, CT Metro Area', 'New Haven-Milford, CT Metro Area')",1265,675,-590
"('Santa Cruz-Watsonville, CA Metro Area', 'Salinas, CA Metro Area')",1266,1181,-85
"('Fresno, CA Metro Area', 'Bakersfield, CA Metro Area')",1268,1201,-67
"('Bloomsburg-Berwick, PA Metro Area', 'Scranton--Wilkes-Barre--Hazleton, PA Metro Area')",1269,1165,-104
"('Bloomington, IL Metro Area', 'Peoria, IL Metro Area')",1270,1188,-82
"('Altoona, PA Metro Area', 'State College, PA Metro Area')",1272,1194,-78
"('Altoona, PA Metro Area', 'Johnstown, PA Metro Area')",1273,1195,-78
"('Owensboro, KY Metro Area', 'Lexington-Fayette, KY Metro Area')",1274,1107,-167
"('Odessa, TX Metro Area', 'Midland, TX Metro Area')",1278,1104,-174
"('Columbia, MO Metro Area', 'Jefferson City, MO Metro Area')",1279,1142,-137
"('Davenport-Moline-Rock Island, IA-IL Metro Area', 'Waterloo-Cedar Falls, IA Metro Area')",1280,1125,-155
"('Lebanon, PA Metro Area', 'Lancaster, PA Metro Area')",1281,1207,-74
"('Durham-Chapel Hill, NC Metro Area', 'Greensboro-High Point, NC Metro Area')",1282,1127,-155
"('Hilton Head Island-Bluffton-Beaufort, SC Metro Area', 'Jacksonville, NC Metro Area')",1284,1186,-98
"('Elmira, NY Metro Area', 'Binghamton, NY Metro Area')",1285,1128,-157
"('Evansville, IN-KY Metro Area', 'Owensboro, KY Metro Area')",1286,1131,-155
"('Stockton-Lodi, CA Metro Area', 'Modesto, CA Metro Area')",1287,1100,-187
